Near_Miss_ID,Date,Refinery_Unit,Equipment_ID,Work_Type,Department,Near_Miss_Description,PPE_NonCompliance,Supervisor_Negligence,Maintenance_Delay_or_Issue,Repeated_Issue_Ignored,Previous_Similar_Reports,Immediate_Cause,Potential_Consequence,Risk_Level,Corrective_Action,Action_Status,High_Potential_Near_Miss,source_sheet
05_2-043,2026-05-05,FCC,TK-302,Routine Operation,Mechanical Maintenance,Worker selected unsuitable respiratory protection for task | Repeated contractor PPE violations were not escalated,True,True,False,False,2,Unsafe act,Minor injury,Medium,Review permit and JSA,Overdue,0,05_2Factor_1
05_2-044,2026-04-01,CDU,GD-22,Breakdown Maintenance,Instrumentation,Worker worked at height without connecting safety harness | Abnormal equipment vibration was reported but operation continued,True,True,False,False,1,Deferred maintenance,Equipment damage,Medium,Stop work and enforce PPE,Overdue,0,05_2Factor_1
05_2-045,2025-03-27,Loading Bay,PSV-114,Inspection,Contractor,Technician performed grinding without face shield | Confined-space work continued without continuous attendant supervision,True,True,False,False,2,Corrective action not closed,Minor injury,Medium,Complete overdue inspection,Open,0,05_2Factor_1
05_2-046,2025-03-19,Loading Bay,CDU-LINE-14,Routine Operation,Operations,Worker selected unsuitable respiratory protection for task | Lifting operation continued despite unsafe weather conditions,True,True,False,False,2,Equipment degradation,Lost-time injury,High,Repair/replace defective equipment,Overdue,0,05_2Factor_1
05_2-047,2026-05-22,Sulfur Recovery Unit,C-204,Routine Operation,HSE,Worker worked at height without connecting safety harness | Hot work continued before required gas test was completed,True,True,False,False,1,Unsafe condition,Lost-time injury,Medium,Escalate recurring issue to HSE and management,Overdue,0,05_2Factor_1
05_2-048,2025-02-16,Tank Farm,E-101,Work at Height,Operations,Technician performed grinding without face shield | Work continued after permit expiry,True,True,False,False,1,Deferred maintenance,Minor injury,High,Implement permanent corrective action,Open,0,05_2Factor_1
05_2-049,2024-04-15,Maintenance Area,CDU-LINE-14,Hot Work,HSE,Contractor used damaged safety shoes | Supervisor observed missing PPE but allowed work to continue,True,True,False,False,2,Procedure not followed,Minor injury,Low,Repair/replace defective equipment,Overdue,0,05_2Factor_1
05_2-050,2026-08-31,Loading Bay,PSV-114,Material Handling,Contractor,Worker entered noisy compressor area without hearing protection | Supervisor observed missing PPE but allowed work to continue,True,True,False,False,0,Equipment degradation,Fire,High,Complete overdue inspection,Overdue,0,05_2Factor_1
05_2-051,2024-04-26,Loading Bay,E-207,Work at Height,Contractor,Maintenance worker handled chemical line without chemical-resistant gloves | Supervisor observed missing PPE but allowed work to continue,True,True,False,False,1,Unsafe act,Fire,Medium,Stop work and enforce PPE,In Progress,0,05_2Factor_1
05_2-052,2025-05-19,VDU,GD-22,Confined Space,Mechanical Maintenance,Contractor used damaged safety shoes | Hot work continued before required gas test was completed,True,True,False,False,1,Deferred maintenance,Lost-time injury,Medium,Increase supervisory monitoring,In Progress,0,05_2Factor_1
05_2-053,2026-01-03,Tank Farm,FCC-LINE-08,Breakdown Maintenance,Instrumentation,Technician performed grinding without face shield | Repeated contractor PPE violations were not escalated,True,True,False,False,0,Unsafe act,Hydrocarbon release,Low,Escalate recurring issue to HSE and management,Open,0,05_2Factor_1
05_2-054,2025-07-20,FCC,TK-302,Breakdown Maintenance,Operations,Worker bypassed mandatory PPE because task was considered short | Work continued after permit expiry,True,True,False,False,2,Deferred maintenance,Equipment damage,Medium,Implement permanent corrective action,Closed,0,05_2Factor_1
05_2-055,2025-05-31,Utilities,V-110,Hot Work,Instrumentation,Contractor used damaged safety shoes | Abnormal equipment vibration was reported but operation continued,True,True,False,False,2,Corrective action not closed,Fire,Medium,Repair/replace defective equipment,In Progress,0,05_2Factor_1
05_2-056,2025-02-26,Hydrogen Unit,CDU-LINE-14,Hot Work,Contractor,Worker removed gloves during maintenance and continued work | Lifting operation continued despite unsafe weather conditions,True,True,False,False,2,Inadequate supervision,Lost-time injury,Medium,Implement permanent corrective action,In Progress,0,05_2Factor_1
05_2-057,2025-12-28,Sulfur Recovery Unit,E-207,Material Handling,HSE,Worker removed gloves during maintenance and continued work | Minor leakage was observed but work was allowed to continue,True,True,False,False,2,Procedure not followed,Minor injury,Medium,Implement permanent corrective action,Overdue,0,05_2Factor_1
05_2-058,2025-11-21,Utilities,P-305,Routine Operation,Contractor,Contractor used damaged safety shoes | Supervisor observed missing PPE but allowed work to continue,True,True,False,False,2,Unsafe act,Minor injury,Low,Repair/replace defective equipment,Closed,0,05_2Factor_1
05_2-059,2026-02-07,Hydrogen Unit,PSV-114,Routine Operation,Electrical Maintenance,Welder worked without fire-resistant clothing | Confined-space work continued without continuous attendant supervision,True,True,False,False,0,Corrective action not closed,Fire,Low,Review permit and JSA,Open,0,05_2Factor_1
05_2-060,2025-09-22,Utilities,V-215,Confined Space,Contractor,Worker removed gloves during maintenance and continued work | Repeated contractor PPE violations were not escalated,True,True,False,False,0,Inadequate supervision,Minor injury,Medium,Escalate recurring issue to HSE and management,Open,0,05_2Factor_1
05_2-061,2024-01-14,Maintenance Area,E-207,Inspection,Contractor,Maintenance worker handled chemical line without chemical-resistant gloves | Abnormal equipment vibration was reported but operation continued,True,True,False,False,1,Unsafe condition,Fire,Medium,Complete overdue inspection,Overdue,0,05_2Factor_1
05_2-062,2024-06-30,CDU,V-215,Hot Work,HSE,Worker worked at height without connecting safety harness | Maintenance continued without confirmed isolation,True,True,False,False,2,Inadequate supervision,Hydrocarbon release,Low,Repair/replace defective equipment,In Progress,0,05_2Factor_1
05_2-063,2025-08-21,FCC,V-110,Routine Operation,Contractor,Worker entered process area without safety helmet | Lifting operation continued despite unsafe weather conditions,True,True,False,False,1,Procedure not followed,Minor injury,Medium,Increase supervisory monitoring,Closed,0,05_2Factor_1
05_2-064,2025-05-17,Loading Bay,P-204,Breakdown Maintenance,Instrumentation,Technician performed grinding without face shield | Lifting operation continued despite unsafe weather conditions,True,True,False,False,2,Procedure not followed,Lost-time injury,Medium,Escalate recurring issue to HSE and management,Overdue,0,05_2Factor_1
05_2-065,2024-04-04,Sulfur Recovery Unit,C-204,Inspection,HSE,Maintenance worker handled chemical line without chemical-resistant gloves | Welding continued near hydrocarbon equipment without adequate controls,True,True,False,False,2,Procedure not followed,Fire,Medium,Review permit and JSA,Open,0,05_2Factor_1
05_2-066,2024-04-27,Sulfur Recovery Unit,V-215,Preventive Maintenance,Instrumentation,Worker selected unsuitable respiratory protection for task | Welding continued near hydrocarbon equipment without adequate controls,True,True,False,False,2,Inadequate supervision,Minor injury,Medium,Escalate recurring issue to HSE and management,Closed,0,05_2Factor_1
05_2-067,2024-01-26,Hydrotreating Unit,FCC-LINE-08,Inspection,Electrical Maintenance,Worker removed gloves during maintenance and continued work | Minor leakage was observed but work was allowed to continue,True,True,False,False,1,Procedure not followed,Minor injury,High,Stop work and enforce PPE,Open,0,05_2Factor_1
05_2-068,2024-06-20,VDU,C-102,Confined Space,Contractor,Technician performed grinding without face shield | Welding continued near hydrocarbon equipment without adequate controls,True,True,False,False,2,Corrective action not closed,Hydrocarbon release,Medium,Stop work and enforce PPE,In Progress,0,05_2Factor_1
05_2-069,2024-01-25,FCC,PSV-114,Hot Work,HSE,Worker entered noisy compressor area without hearing protection | Supervisor observed missing PPE but allowed work to continue,True,True,False,False,0,Unsafe act,Minor injury,Low,Escalate recurring issue to HSE and management,In Progress,0,05_2Factor_1
05_2-070,2026-07-21,Sulfur Recovery Unit,P-101,Confined Space,Contractor,Contractor used damaged safety shoes | Repeated contractor PPE violations were not escalated,True,True,False,False,1,Unsafe act,Hydrocarbon release,High,Escalate recurring issue to HSE and management,Open,0,05_2Factor_1
05_2-071,2025-10-18,Loading Bay,P-204,Hot Work,Contractor,Worker bypassed mandatory PPE because task was considered short | Supervisor observed missing PPE but allowed work to continue,True,True,False,False,2,Inadequate supervision,Fire,Low,Escalate recurring issue to HSE and management,Open,0,05_2Factor_1
05_2-072,2024-10-15,FCC,E-207,Inspection,Mechanical Maintenance,Contractor used damaged safety shoes | Repeated contractor PPE violations were not escalated,True,True,False,False,2,Equipment degradation,Hydrocarbon release,Low,Review permit and JSA,Closed,0,05_2Factor_1
05_2-073,2025-10-11,CDU,P-101,Confined Space,HSE,Welder worked without fire-resistant clothing | Lifting operation continued despite unsafe weather conditions,True,True,False,False,0,Procedure not followed,Minor injury,Medium,Stop work and enforce PPE,Closed,0,05_2Factor_1
05_2-074,2024-08-03,FCC,C-102,Hot Work,Mechanical Maintenance,Maintenance worker handled chemical line without chemical-resistant gloves | Repeated contractor PPE violations were not escalated,True,True,False,False,2,Unsafe act,Lost-time injury,Medium,Repair/replace defective equipment,Open,0,05_2Factor_1
05_2-075,2026-05-21,VDU,C-102,Material Handling,Electrical Maintenance,Worker removed gloves during maintenance and continued work | Hot work continued before required gas test was completed,True,True,False,False,1,Inadequate supervision,Fire,Low,Repair/replace defective equipment,In Progress,0,05_2Factor_1
05_2-001,2024-04-12,Tank Farm,V-110,Hot Work,Contractor,Repeated mechanical seal leakage was deferred to shutdown | Compressor abnormal vibration had been reported three times,False,False,True,True,1,Procedure not followed,Hydrocarbon release,Medium,Repair/replace defective equipment,Closed,0,05_2Factor_2
05_2-002,2026-04-07,Hydrogen Unit,TK-302,Confined Space,Electrical Maintenance,Gas detector gave intermittent readings and maintenance ticket remained open | Gas detector abnormal readings had generated repeated reports,False,False,True,True,0,Corrective action not closed,Lost-time injury,Medium,Complete overdue inspection,In Progress,0,05_2Factor_2
05_2-003,2025-11-26,Tank Farm,E-207,Preventive Maintenance,Mechanical Maintenance,Emergency shutdown button was defective and replacement was delayed | Oil accumulation near pump had generated repeated housekeeping complaints,False,False,True,True,3,Equipment degradation,Fire,Medium,Escalate recurring issue to HSE and management,Open,0,05_2Factor_2
05_2-004,2026-05-11,VDU,P-101,Routine Operation,HSE,Pressure gauge malfunction remained awaiting replacement | Bearing temperature had repeatedly been reported as abnormal,False,False,True,True,1,Procedure not followed,Minor injury,Medium,Review permit and JSA,In Progress,0,05_2Factor_2
05_2-005,2026-07-17,Sulfur Recovery Unit,V-215,Inspection,HSE,Damaged electrical cable received only temporary protection | Pipeline corrosion had appeared in two previous inspections,False,False,True,True,4,Equipment degradation,Lost-time injury,High,Increase supervisory monitoring,Closed,0,05_2Factor_2
05_2-006,2024-05-17,Loading Bay,P-101,Inspection,HSE,Damaged electrical cable received only temporary protection | Bearing temperature had repeatedly been reported as abnormal,False,False,True,True,0,Equipment degradation,Fire,High,Repair/replace defective equipment,In Progress,0,05_2Factor_2
05_2-007,2025-04-01,Sulfur Recovery Unit,P-101,Inspection,Instrumentation,Pressure gauge malfunction remained awaiting replacement | Valve leakage had repeatedly been treated only with temporary packing adjustment,False,False,True,True,4,Unsafe condition,Hydrocarbon release,Medium,Stop work and enforce PPE,Closed,0,05_2Factor_2
05_2-008,2025-01-13,Tank Farm,E-101,Routine Operation,Operations,Hydrocarbon leakage from process pipeline flange remained pending for repair | Poor lighting had been reported repeatedly,False,False,True,True,4,Equipment degradation,Hydrocarbon release,Medium,Complete overdue inspection,Open,0,05_2Factor_2
05_2-009,2025-12-21,Utilities,V-110,Preventive Maintenance,HSE,Pressure safety valve inspection was overdue | Valve leakage had repeatedly been treated only with temporary packing adjustment,False,False,True,True,4,Inadequate supervision,Hydrocarbon release,Medium,Review permit and JSA,In Progress,0,05_2Factor_2
05_2-010,2025-06-12,CDU,E-207,Breakdown Maintenance,Instrumentation,Cooling-water restriction remained unresolved | Loose flange had been reported during two previous rounds,False,False,True,True,3,Unsafe condition,Equipment damage,High,Repair/replace defective equipment,Open,0,05_2Factor_2
05_2-011,2025-06-10,Maintenance Area,TK-302,Preventive Maintenance,Contractor,Corrosion on process pipeline was identified but repair was deferred | Gas detector abnormal readings had generated repeated reports,False,False,True,True,1,Unsafe condition,Fire,Medium,Review permit and JSA,Closed,0,05_2Factor_2
05_2-012,2026-01-07,FCC,FCC-LINE-08,Confined Space,Operations,Emergency shutdown button was defective and replacement was delayed | Oil accumulation near pump had generated repeated housekeeping complaints,False,False,True,True,3,Unsafe condition,Equipment damage,Medium,Stop work and enforce PPE,In Progress,0,05_2Factor_2
05_2-013,2025-08-10,FCC,C-204,Breakdown Maintenance,HSE,Pressure gauge malfunction remained awaiting replacement | Bearing temperature had repeatedly been reported as abnormal,False,False,True,True,0,Deferred maintenance,Minor injury,Medium,Escalate recurring issue to HSE and management,Open,0,05_2Factor_2
05_2-014,2026-06-18,FCC,C-102,Confined Space,HSE,Pump abnormal vibration inspection was postponed | Poor lighting had been reported repeatedly,False,False,True,True,3,Unsafe condition,Hydrocarbon release,High,Increase supervisory monitoring,In Progress,0,05_2Factor_2
